GPA,SAT Reading & Writing,SAT Math,SAT Essay,Activity Score,Personal Statement Score,Residency,Race,Gender,Accepted
2.6,685,616,14,80,80,CA resident,Asian,Female,1
2.3,550,680,14,80,80,CA resident,Asian,Female,1
2.2,661,587,13,80,80,CA resident,White,Female,0
2.3,673,696,16,80,80,CA resident,White,Male,0
2.3,571,631,13,80,80,CA resident,White,Male,0
2.3,677,667,15,80,80,International,Hispanic,Female,0
2.0,690,630,15,80,80,CA resident,Domestic unknown,Male,0
2.1,662,568,13,80,80,CA resident,White,Female,0
2.7,592,610,14,80,80,CA resident,International,Female,0
2.3,637,561,13,80,80,Unknown,International,Female,0
2.6,557,614,13,80,80,CA resident,Hispanic,Female,0
2.5,555,598,15,80,80,International,Asian,Female,0
2.3,642,680,14,80,80,CA resident,Asian,Female,0
2.3,658,581,15,80,80,CA resident,International,Female,0
2.4,559,557,13,80,80,CA resident,Hispanic,Female,0
2.4,552,633,15,80,80,CA resident,Asian,Female,0
2.3,683,630,14,80,80,International,Asian,Male,0
2.9,582,620,14,80,80,CA resident,Asian,Female,0
2.1,585,664,13,80,80,International,White,Female,0
2.9,629,651,15,80,80,CA resident,Hispanic,Male,0
3.0,566,646,13,80,80,CA resident,Hispanic,Male,0
2.2,584,573,16,80,80,CA resident,International,Male,0
2.8,560,611,14,80,80,CA resident,White,Female,0
2.0,562,685,13,80,80,CA resident,Hispanic,Female,0
2.2,692,689,14,80,80,CA resident,International,Female,0
2.5,622,695,14,80,80,CA resident,Hispanic,Female,0
2.5,634,677,14,80,80,CA resident,Hispanic,Male,0
2.1,662,584,14,80,80,CA resident,Asian,Female,0
2.3,640,587,16,80,80,CA resident,Asian,Female,0
2.3,642,634,13,80,80,CA resident,African American,Female,0
2.8,689,685,13,80,80,CA resident,Asian,Male,0
2.8,688,669,14,80,80,International,Asian,Female,0
2.5,666,683,14,80,80,CA resident,Asian,Male,0
2.6,572,681,16,80,80,CA resident,White,Female,0
2.3,572,554,14,80,80,International,White,Female,0
2.3,623,651,14,80,80,CA resident,White,Male,0
2.9,617,626,15,80,80,CA resident,Asian,Male,0
2.4,660,582,13,80,80,CA resident,White,Male,0
2.8,574,619,14,80,80,CA resident,Hispanic,Male,0
2.5,649,566,16,80,80,CA resident,Asian,Male,0
2.0,694,605,15,80,80,Non-resident domestic,Asian,Female,0
2.7,580,632,14,80,80,CA resident,International,Female,0
2.4,600,698,14,80,80,Unknown,Hispanic,Male,0
2.2,573,619,16,80,80,Non-resident domestic,Hispanic,Male,0
2.7,651,638,13,80,80,International,Asian,Male,0
2.4,619,585,15,80,80,CA resident,International,Male,0
2.9,610,610,13,80,80,CA resident,White,Female,0
2.9,663,684,14,80,80,CA resident,Hispanic,Male,0
2.4,619,565,16,80,80,CA resident,Asian,Male,0
2.1,662,664,14,80,80,CA resident,White,Female,0
2.3,653,577,15,80,80,CA resident,International,Female,0
2.1,607,555,14,80,80,CA resident,African American,Male,0
2.5,665,652,14,80,80,Non-resident domestic,Asian,Female,0
2.4,617,642,14,80,80,International,Asian,Female,0
2.8,562,620,13,80,80,Unknown,White,Male,0
2.9,651,588,15,80,80,CA resident,African American,Female,0
2.7,693,653,13,80,80,CA resident,White,Male,0
2.8,656,610,14,80,80,Non-resident domestic,Asian,Female,0
2.4,690,645,14,80,80,International,Hispanic,Male,0
2.0,667,698,16,80,80,CA resident,Asian,Male,1
2.5,700,561,16,80,80,CA resident,Hispanic,Female,0
2.6,674,590,16,80,80,CA resident,Asian,Female,0
2.9,594,577,14,80,80,CA resident,International,Female,0
2.4,579,559,13,80,80,International,Asian,Male,0
2.1,564,591,16,80,80,CA resident,White,Female,0
2.5,700,594,16,80,80,CA resident,International,Female,0
2.8,552,567,13,80,80,Non-resident domestic,Asian,Male,0
2.4,666,683,13,80,80,International,Asian,Male,0
2.7,686,678,14,80,80,CA resident,Hispanic,Female,0
2.4,675,570,16,80,80,Non-resident domestic,International,Male,0
3.0,615,634,14,80,80,International,Asian,Male,0
2.3,684,597,16,80,80,CA resident,Asian,Female,0
2.8,621,659,14,80,80,Unknown,Asian,Male,0
2.7,633,580,13,80,80,CA resident,White,Male,0
2.4,603,672,16,80,80,International,Hispanic,Male,0
2.0,659,630,15,80,80,CA resident,White,Male,0
2.7,699,593,13,80,80,CA resident,Hispanic,Male,0
2.4,624,564,16,80,80,CA resident,White,Male,0
2.5,685,606,14,80,80,CA resident,Hispanic,Female,0
2.6,619,619,13,80,80,CA resident,White,Male,0
2.7,657,685,16,80,80,International,International,Female,0
2.8,617,580,14,80,80,CA resident,Asian,Female,0
2.6,590,597,16,80,80,CA resident,Hispanic,Male,0
2.4,648,620,16,80,80,CA resident,International,Male,0
2.7,612,622,13,80,80,CA resident,Asian,Male,0
2.7,642,567,15,80,80,CA resident,International,Female,0
2.3,670,673,13,80,80,Non-resident domestic,International,Male,0
3.0,555,672,14,80,80,CA resident,Asian,Male,0
2.9,630,655,14,80,80,CA resident,Asian,Female,1
2.2,598,630,15,80,80,Non-resident domestic,International,Female,0
2.2,686,631,16,80,80,Non-resident domestic,International,Male,0
2.5,558,604,15,80,80,CA resident,White,Male,0
2.3,605,550,13,80,80,CA resident,White,Female,0
2.0,626,592,15,80,80,CA resident,International,Male,1
2.7,578,619,13,80,80,International,Asian,Male,0
3.0,659,650,16,80,80,CA resident,Asian,Male,0
2.1,585,570,15,80,80,CA resident,Asian,Female,0
2.6,571,658,13,80,80,CA resident,Asian,Female,0
3.0,663,552,16,80,80,CA resident,Asian,Male,0
2.1,588,636,13,80,80,CA resident,Asian,Male,0
2.5,655,633,14,80,80,CA resident,Hispanic,Male,0
2.6,673,615,13,80,80,CA resident,White,Female,0
2.1,666,555,13,80,80,CA resident,Asian,Female,0
2.9,568,600,15,80,80,CA resident,Hispanic,Male,0
2.7,563,615,14,80,80,International,Hispanic,Male,0
2.6,665,670,15,80,80,CA resident,White,Female,0
2.8,565,586,13,80,80,CA resident,Asian,Female,0
2.4,567,690,16,80,80,CA resident,Asian,Female,0
2.8,562,613,16,80,80,CA resident,International,Female,0
2.7,622,676,16,80,80,Non-resident domestic,Asian,Male,0
2.5,658,629,16,80,80,Unknown,Asian,Female,0
2.5,569,616,16,80,80,CA resident,International,Male,0
2.3,681,606,13,80,80,CA resident,Asian,Male,0
2.4,690,633,15,80,80,CA resident,Hispanic,Male,0
2.4,641,673,16,80,80,CA resident,African American,Male,0
2.4,665,562,13,80,80,CA resident,Asian,Male,0
2.5,603,679,14,80,80,CA resident,White,Female,1
2.8,580,595,15,80,80,CA resident,Asian,Female,0
2.7,650,592,15,80,80,International,African American,Male,0
2.9,612,550,14,80,80,International,Asian,Female,0
2.6,605,676,16,80,80,CA resident,Hispanic,Female,0
2.4,556,550,13,80,80,Non-resident domestic,White,Male,0
2.3,553,579,14,80,80,CA resident,White,Male,0
2.0,601,644,16,80,80,CA resident,Asian,Male,0
2.4,577,681,14,80,80,CA resident,International,Male,0
2.2,688,624,16,80,80,CA resident,Asian,Female,0
2.2,558,629,13,80,80,CA resident,Asian,Male,0
2.1,650,615,16,80,80,International,Domestic unknown,Male,0
2.5,597,658,16,80,80,Non-resident domestic,Asian,Female,0
2.6,660,596,13,80,80,CA resident,White,Male,0
2.8,571,598,13,80,80,CA resident,White,Male,0
2.2,637,664,14,80,80,CA resident,Asian,Male,0
2.1,644,642,14,80,80,CA resident,Asian,Male,0
2.2,691,699,16,80,80,CA resident,Hispanic,Male,0
2.4,684,588,13,80,80,CA resident,African American,Male,0
3.0,595,622,15,80,80,International,Asian,Female,0
2.2,609,640,15,80,80,CA resident,Hispanic,Female,0
2.7,670,606,13,80,80,Non-resident domestic,Asian,Male,0
2.0,628,669,16,80,80,CA resident,Asian,Male,0
2.7,699,612,16,80,80,CA resident,Asian,Male,0
2.9,617,631,15,80,80,CA resident,Asian,Female,0
2.5,627,558,14,80,80,CA resident,International,Male,0
2.5,596,690,13,80,80,CA resident,Domestic unknown,Male,0
2.9,628,629,16,80,80,CA resident,Hispanic,Male,0
2.9,622,615,13,80,80,CA resident,Asian,Male,0
2.8,678,628,13,80,80,CA resident,Hispanic,Female,0
2.7,654,631,13,80,80,Unknown,Hispanic,Male,0
2.2,656,615,15,80,80,CA resident,International,Female,0
2.2,625,555,13,80,80,CA resident,Asian,Male,0
2.1,600,596,16,80,80,CA resident,White,Male,0
2.0,629,583,16,80,80,International,International,Female,0
2.0,605,667,13,80,80,Non-resident domestic,Hispanic,Other,0
2.1,633,553,14,80,80,CA resident,International,Male,0
2.4,687,589,15,80,80,CA resident,White,Male,0
2.3,619,628,14,80,80,CA resident,Hispanic,Male,0
2.8,582,654,16,80,80,CA resident,Hispanic,Female,0
2.1,595,668,14,80,80,Non-resident domestic,White,Female,0
2.2,631,602,16,80,80,CA resident,Asian,Female,0
2.0,619,563,14,80,80,CA resident,Hispanic,Male,0
2.9,617,652,15,80,80,CA resident,African American,Female,0
2.0,680,621,14,80,80,CA resident,White,Female,0
2.3,638,618,16,80,80,CA resident,Asian,Male,0
2.0,564,609,15,80,80,Non-resident domestic,African American,Male,0
2.2,607,596,16,80,80,CA resident,White,Male,0
2.9,570,643,15,80,80,CA resident,Asian,Female,0
2.1,698,612,14,80,80,International,Asian,Female,0
2.9,626,688,14,80,80,CA resident,Asian,Male,0
3.0,558,611,15,80,80,CA resident,Hispanic,Male,0
2.6,656,643,14,80,80,CA resident,Hispanic,Female,0
2.1,615,690,14,80,80,CA resident,Asian,Female,0
2.6,594,635,16,80,80,CA resident,Hispanic,Male,0
2.2,682,656,15,80,80,International,Hispanic,Male,0
2.2,583,696,15,80,80,CA resident,White,Genderqueer,0
2.6,586,590,15,80,80,Non-resident domestic,Domestic unknown,Male,0
2.6,653,643,15,80,80,CA resident,African American,Female,0
2.4,571,619,15,80,80,CA resident,International,Female,0
2.6,591,685,13,80,80,Non-resident domestic,Hispanic,Female,0
2.7,643,573,14,80,80,CA resident,Hispanic,Female,0
2.7,564,650,15,80,80,CA resident,Asian,Female,0
2.3,559,565,15,80,80,CA resident,White,Male,0
2.1,670,625,14,80,80,CA resident,White,Female,0
2.3,642,643,14,80,80,CA resident,Asian,Female,0
2.7,608,624,16,80,80,CA resident,Hispanic,Male,0
2.9,650,641,15,80,80,CA resident,Asian,Male,0
2.8,645,687,13,80,80,International,White,Male,0
2.3,575,626,13,80,80,CA resident,Asian,Male,1
2.8,668,695,13,80,80,CA resident,White,Female,0
2.7,667,555,15,80,80,CA resident,Asian,Female,0
2.2,575,607,13,80,80,CA resident,Asian,Female,0
2.1,648,687,15,80,80,CA resident,White,Other,0
2.6,640,555,15,80,80,CA resident,Asian,Female,0
2.6,651,569,16,80,80,CA resident,Hispanic,Male,0
2.8,643,627,13,80,80,Unknown,Asian,Male,0
2.7,581,603,13,80,80,International,Asian,Male,0
2.9,572,590,15,80,80,CA resident,International,Female,0
2.8,600,561,15,80,80,CA resident,White,Male,0
2.6,671,685,15,80,80,CA resident,Hispanic,Male,0
2.9,641,670,16,80,80,CA resident,Asian,Male,0
2.9,646,619,16,80,80,CA resident,White,Female,0
2.8,669,688,16,80,80,CA resident,White,Male,0
2.5,683,591,15,80,80,CA resident,White,Female,0
2.9,595,684,15,80,80,CA resident,Asian,Female,0
3.0,583,669,15,80,80,Unknown,Domestic unknown,Female,0
2.1,663,609,14,80,80,CA resident,International,Female,0
2.8,597,629,14,80,80,CA resident,White,Male,0
2.1,654,621,16,80,80,CA resident,Asian,Female,0
2.8,559,680,16,80,80,CA resident,Asian,Other,0
2.0,684,607,15,80,80,CA resident,Domestic unknown,Female,0
2.8,667,700,15,80,80,Non-resident domestic,Hispanic,Female,0
2.0,657,665,16,80,80,International,International,Female,0
2.9,634,675,16,80,80,CA resident,International,Female,0
2.6,646,572,15,80,80,CA resident,Hispanic,Female,0
2.2,566,590,15,80,80,CA resident,Asian,Female,0
2.3,627,673,14,80,80,CA resident,Hispanic,Other,0
2.1,588,609,16,80,80,CA resident,Hispanic,Male,0
2.0,639,679,15,80,80,CA resident,White,Male,0
2.7,555,693,13,80,80,CA resident,White,Genderqueer,0
2.8,624,692,14,80,80,International,Asian,Male,0
2.7,552,621,16,80,80,CA resident,Hispanic,Female,0
2.7,663,691,16,80,80,Non-resident domestic,White,Female,0
2.7,642,621,13,80,80,CA resident,Hispanic,Female,0
2.3,560,673,15,80,80,CA resident,White,Male,0
2.7,610,606,15,80,80,CA resident,Asian,Male,0
2.0,646,654,16,80,80,CA resident,Hispanic,Male,0
2.7,627,615,16,80,80,CA resident,International,Male,0
2.7,663,608,16,80,80,CA resident,Asian,Male,0
2.7,614,669,16,80,80,CA resident,Hispanic,Female,0
2.3,610,612,16,80,80,CA resident,International,Male,0
2.6,650,669,16,80,80,CA resident,White,Female,0
2.1,607,685,15,80,80,CA resident,International,Male,0
2.0,700,673,13,80,80,CA resident,Asian,Female,0
2.8,594,586,15,80,80,Non-resident domestic,Asian,Male,0
2.9,691,668,15,80,80,CA resident,Asian,Male,0
2.1,635,677,13,80,80,CA resident,Hispanic,Male,0
2.5,628,635,14,80,80,CA resident,Asian,Male,0
2.8,616,558,14,80,80,CA resident,White,Male,0
2.2,688,559,16,80,80,International,White,Male,0
3.0,690,595,16,80,80,CA resident,International,Female,0
2.3,583,679,14,80,80,CA resident,International,Female,0
2.9,572,582,14,80,80,CA resident,White,Female,0
2.3,689,621,15,80,80,Unknown,Domestic unknown,Female,0
2.3,659,607,14,80,80,CA resident,Asian,Female,0
2.4,615,653,13,80,80,CA resident,Asian,Male,0
2.5,632,561,15,80,80,CA resident,White,Male,0
2.6,566,663,16,80,80,CA resident,International,Female,0
2.6,609,649,13,80,80,CA resident,White,Male,0
2.0,658,581,16,80,80,CA resident,Asian,Female,0
2.8,618,563,13,80,80,International,Asian,Male,0
2.8,634,552,14,80,80,CA resident,White,Female,0
2.2,688,658,14,80,80,CA resident,Hispanic,Male,0
2.5,592,697,14,80,80,CA resident,Asian,Female,0
2.4,653,566,16,80,80,CA resident,Asian,Male,0
2.8,580,638,16,80,80,CA resident,Hispanic,Male,0
2.6,625,587,14,80,80,CA resident,Hispanic,Male,0
2.1,633,655,13,80,80,CA resident,Domestic unknown,Female,0
2.8,567,566,15,80,80,CA resident,African American,Female,0
2.6,659,554,16,80,80,Non-resident domestic,International,Female,0
2.5,700,696,13,80,80,International,Asian,Male,1
2.0,550,594,13,80,80,CA resident,Hispanic,Male,0
2.6,571,670,16,80,80,International,White,Female,0
2.1,577,592,15,80,80,CA resident,Asian,Male,0
2.7,594,569,15,80,80,CA resident,White,Genderqueer,0
2.7,582,686,15,80,80,CA resident,Asian,Female,0
2.0,626,637,16,80,80,International,Asian,Female,0
2.8,554,604,16,80,80,CA resident,Asian,Male,0
3.0,634,655,15,80,80,CA resident,Hispanic,Male,0
2.6,655,624,13,80,80,CA resident,Asian,Female,0
3.0,609,673,15,80,80,CA resident,Asian,Male,0
2.2,649,670,15,80,80,CA resident,White,Male,0
2.9,601,622,16,80,80,CA resident,Hispanic,Female,0
2.4,686,677,13,80,80,CA resident,Hispanic,Female,0
2.9,648,583,14,80,80,CA resident,Asian,Male,0
2.3,663,700,16,80,80,CA resident,White,Male,0
2.3,667,598,14,80,80,CA resident,White,Male,0
2.2,680,606,16,80,80,CA resident,International,Female,0
2.7,662,668,14,80,80,CA resident,Asian,Female,0
2.2,605,557,14,80,80,Non-resident domestic,Asian,Female,0
2.7,667,598,13,80,80,CA resident,International,Male,0
2.1,683,692,16,80,80,CA resident,Asian,Male,0
2.6,632,662,13,80,80,International,Asian,Female,0
2.8,685,655,14,80,80,CA resident,Asian,Female,0
2.3,599,591,16,80,80,CA resident,Asian,Male,0
2.3,697,598,15,80,80,CA resident,Asian,Female,0
2.1,564,631,16,80,80,CA resident,International,Male,0
2.5,603,595,16,80,80,CA resident,Hispanic,Female,0
2.1,626,678,15,80,80,CA resident,International,Female,0
2.2,592,569,15,80,80,International,Hispanic,Female,0
2.8,604,594,16,80,80,Non-resident domestic,International,Male,0
2.4,614,584,15,80,80,CA resident,White,Genderqueer,0
2.8,556,622,16,80,80,CA resident,Domestic unknown,Female,0
2.9,566,562,13,80,80,Unknown,Hispanic,Female,0
2.3,612,573,15,80,80,CA resident,Asian,Male,0
2.9,639,575,14,80,80,CA resident,Hispanic,Female,0
2.8,689,630,15,80,80,Non-resident domestic,Hispanic,Female,0
2.2,698,557,16,80,80,CA resident,African American,Female,0
2.4,576,581,15,80,80,CA resident,White,Male,0
3.0,576,684,15,80,80,Non-resident domestic,Hispanic,Female,0
3.0,572,555,13,80,80,Non-resident domestic,Asian,Male,0
2.5,597,636,14,80,80,CA resident,Asian,Female,0
3.0,655,592,14,80,80,CA resident,Hispanic,Female,0
2.8,627,665,13,80,80,CA resident,Asian,Male,0
2.3,608,609,13,80,80,CA resident,Hispanic,Male,0
2.1,627,636,14,80,80,CA resident,Asian,Female,0
2.2,605,555,15,80,80,CA resident,White,Male,0
2.8,695,613,16,80,80,International,International,Female,0
2.0,683,661,15,80,80,Unknown,White,Male,0
2.2,667,675,15,80,80,CA resident,African American,Female,0
3.0,666,616,15,80,80,CA resident,International,Female,0
2.7,654,696,16,80,80,CA resident,International,Male,0
2.8,609,671,16,80,80,CA resident,Domestic unknown,Male,0
2.1,607,613,14,80,80,CA resident,Hispanic,Male,0
2.9,573,654,16,80,80,CA resident,International,Male,0
2.9,684,592,13,80,80,CA resident,International,Male,0
2.5,658,601,16,80,80,CA resident,Hispanic,Female,0
2.8,596,629,14,80,80,CA resident,White,Female,0
2.4,572,693,14,80,80,CA resident,Asian,Female,1
2.3,679,639,13,80,80,CA resident,Asian,Male,0
2.5,607,579,13,80,80,CA resident,Asian,Female,0
2.6,620,681,16,80,80,International,Hispanic,Female,0
2.1,629,694,15,80,80,CA resident,Asian,Female,0
2.1,633,590,15,80,80,CA resident,Asian,Female,0
2.4,611,627,13,80,80,CA resident,African American,Male,1
2.6,668,685,14,80,80,CA resident,Hispanic,Male,0
2.9,573,602,16,80,80,CA resident,Hispanic,Female,0
2.6,647,558,14,80,80,Non-resident domestic,Hispanic,Female,0
2.0,681,578,15,80,80,CA resident,International,Female,0
2.2,564,696,15,80,80,International,Asian,Female,0
2.8,675,663,16,80,80,CA resident,Asian,Male,0
2.7,670,626,15,80,80,CA resident,Asian,Female,0
2.5,677,682,16,80,80,CA resident,Asian,Female,0
2.2,605,689,15,80,80,CA resident,Asian,Female,0
2.8,644,687,14,80,80,CA resident,White,Female,0
2.4,688,688,14,80,80,CA resident,White,Female,0
2.4,612,676,15,80,80,CA resident,International,Male,0
2.5,668,594,15,80,80,CA resident,White,Genderqueer,0
2.7,553,665,14,80,80,CA resident,White,Male,0
2.2,627,685,13,80,80,CA resident,International,Female,0
2.7,613,615,14,80,80,CA resident,Asian,Female,0
2.8,677,674,16,80,80,CA resident,Hispanic,Female,0
2.9,584,601,14,80,80,CA resident,Asian,Male,0
2.8,589,649,15,80,80,CA resident,Asian,Female,0
2.1,562,681,13,80,80,CA resident,Asian,Female,0
2.4,656,605,16,80,80,International,White,Male,0
2.7,569,574,13,80,80,CA resident,Hispanic,Female,0
2.1,597,623,14,80,80,International,Asian,Male,0
2.0,636,696,13,80,80,CA resident,Hispanic,Other,0
3.0,670,664,15,80,80,CA resident,Asian,Male,1
2.1,652,697,15,80,80,CA resident,White,Female,1
2.2,569,582,16,80,80,Unknown,Hispanic,Male,0
2.0,627,691,15,80,80,CA resident,Asian,Male,0
2.3,602,580,13,80,80,CA resident,Hispanic,Male,0
2.9,634,562,13,80,80,Unknown,International,Female,0
2.7,560,668,16,80,80,CA resident,White,Female,0
2.3,665,579,13,80,80,Unknown,White,Male,0
2.7,596,621,14,80,80,International,Asian,Other,0
2.7,621,670,16,80,80,CA resident,International,Female,0
2.6,609,693,16,80,80,CA resident,International,Male,0
2.1,561,631,13,80,80,Unknown,White,Female,0
2.8,607,578,16,80,80,International,Hispanic,Male,0
2.5,577,623,16,80,80,International,White,Male,0
2.8,625,631,16,80,80,CA resident,Asian,Female,0
2.6,673,556,15,80,80,Unknown,White,Female,0
2.8,617,572,16,80,80,Non-resident domestic,White,Female,0
2.9,619,599,15,80,80,International,White,Female,0
2.3,633,656,16,80,80,Non-resident domestic,White,Female,0
2.6,590,633,14,80,80,CA resident,Asian,Female,0
3.0,618,605,15,80,80,International,Hispanic,Female,0
2.8,645,617,13,80,80,CA resident,Hispanic,Female,0
2.2,700,551,15,80,80,CA resident,Hispanic,Genderqueer,0
2.2,561,672,15,80,80,Non-resident domestic,International,Female,0
2.3,697,587,16,80,80,CA resident,Asian,Female,0
2.1,552,648,14,80,80,CA resident,Asian,Male,0
2.3,561,591,13,80,80,CA resident,International,Male,0
2.4,696,671,15,80,80,CA resident,Hispanic,Female,0
2.1,625,575,16,80,80,CA resident,Asian,Male,0
2.3,550,699,15,80,80,Unknown,White,Male,0
3.0,670,614,16,80,80,CA resident,Hispanic,Male,0
2.2,576,700,13,80,80,International,Asian,Female,0
2.2,693,612,14,80,80,CA resident,Hispanic,Female,0
2.7,573,662,14,80,80,CA resident,Hispanic,Male,0
2.3,609,639,13,80,80,CA resident,Asian,Male,0
2.4,596,662,13,80,80,International,African American,Male,0
2.7,662,636,16,80,80,International,International,Male,0
2.1,676,555,14,80,80,CA resident,Hispanic,Male,0
2.9,560,686,16,80,80,CA resident,African American,Male,0
2.5,600,684,16,80,80,CA resident,Hispanic,Female,0
2.5,658,580,16,80,80,CA resident,Hispanic,Female,0
3.0,591,695,16,80,80,CA resident,White,Female,0
2.1,677,571,15,80,80,International,Asian,Female,0
2.9,616,653,15,80,80,CA resident,Asian,Female,0
2.1,656,668,15,80,80,Non-resident domestic,Asian,Female,0
3.0,590,571,14,80,80,CA resident,Asian,Female,0
2.6,592,665,14,80,80,CA resident,White,Male,0
2.2,659,615,15,80,80,CA resident,Hispanic,Male,0
2.5,615,573,15,80,80,CA resident,International,Male,0
2.7,600,681,15,80,80,Non-resident domestic,Hispanic,Female,0
2.7,694,616,14,80,80,CA resident,Hispanic,Female,0
2.1,550,560,13,80,80,CA resident,White,Male,0
2.2,556,608,15,80,80,CA resident,Hispanic,Female,0
2.3,555,666,15,80,80,CA resident,Domestic unknown,Female,1
2.5,661,658,16,80,80,CA resident,Hispanic,Female,0
3.0,589,575,13,80,80,CA resident,International,Female,0
2.2,550,571,14,80,80,Non-resident domestic,African American,Male,0
2.9,694,626,16,80,80,Non-resident domestic,Hispanic,Male,0
2.1,657,590,15,80,80,International,Asian,Male,0
2.2,557,696,16,80,80,CA resident,Asian,Male,0
3.0,694,561,14,80,80,CA resident,Asian,Male,0
2.3,603,569,13,80,80,CA resident,Asian,Female,0
2.9,654,663,13,80,80,International,Asian,Male,0
2.5,674,615,13,80,80,CA resident,White,Male,0
2.2,632,588,15,80,80,CA resident,International,Male,0
2.5,596,580,13,80,80,Unknown,Asian,Male,0
2.9,597,697,13,80,80,CA resident,International,Male,0
2.9,568,593,13,80,80,CA resident,Asian,Male,0
2.5,659,668,15,80,80,CA resident,Asian,Female,0
2.8,573,672,14,80,80,CA resident,Asian,Female,0
2.7,559,698,16,80,80,CA resident,Asian,Female,0
2.2,637,614,13,80,80,CA resident,Hispanic,Female,0
2.4,602,697,15,80,80,International,Hispanic,Female,0
2.1,627,648,13,80,80,CA resident,International,Male,0
2.3,680,563,14,80,80,CA resident,Hispanic,Female,0
3.0,628,591,16,80,80,International,White,Female,0
2.4,643,667,16,80,80,CA resident,White,Other,0
2.6,671,631,14,80,80,International,Asian,Female,0
2.4,598,627,13,80,80,CA resident,Hispanic,Female,0
3.0,613,603,13,80,80,CA resident,White,Male,0
2.9,575,590,15,80,80,International,White,Female,0
2.8,672,666,16,80,80,CA resident,Asian,Female,0
2.6,611,568,16,80,80,International,Asian,Female,0
2.2,585,645,13,80,80,CA resident,International,Male,1
2.1,556,670,16,80,80,CA resident,Hispanic,Female,0
2.8,605,555,14,80,80,International,Hispanic,Female,0
2.7,554,653,16,80,80,International,African American,Female,0
2.2,583,688,15,80,80,CA resident,White,Male,0
2.4,564,592,15,80,80,International,International,Female,1
2.9,611,695,13,80,80,CA resident,White,Female,0
2.7,681,686,14,80,80,CA resident,White,Male,0
2.5,558,585,14,80,80,CA resident,White,Male,0
2.6,665,649,13,80,80,Unknown,White,Male,0
2.4,626,577,16,80,80,CA resident,International,Female,0
2.6,618,579,15,80,80,CA resident,Asian,Male,0
2.7,700,675,16,80,80,CA resident,White,Male,0
2.8,618,655,14,80,80,CA resident,White,Female,0
2.9,559,655,16,80,80,CA resident,White,Genderqueer,0
2.2,675,557,16,80,80,CA resident,Asian,Male,0
2.6,553,688,14,80,80,CA resident,Asian,Female,0
2.2,636,634,14,80,80,CA resident,Asian,Female,0
2.2,597,592,14,80,80,Non-resident domestic,Asian,Male,0
2.6,681,609,16,80,80,International,White,Female,0
2.6,619,614,15,80,80,CA resident,White,Female,0
3.0,604,558,14,80,80,CA resident,African American,Male,0
2.3,570,611,13,80,80,CA resident,White,Female,0
2.2,558,591,13,80,80,CA resident,White,Female,0
2.1,654,551,15,80,80,Unknown,White,Male,0
2.2,590,576,16,80,80,CA resident,Asian,Male,0
2.4,680,657,14,80,80,CA resident,International,Female,0
2.7,638,643,16,80,80,CA resident,International,Female,0
2.7,681,692,15,80,80,CA resident,Hispanic,Male,0
2.7,675,586,16,80,80,CA resident,Asian,Other,0
2.1,591,568,13,80,80,CA resident,Hispanic,Female,0
2.3,550,612,16,80,80,CA resident,Hispanic,Female,0
2.3,571,610,14,80,80,CA resident,Asian,Female,0
2.6,622,628,16,80,80,CA resident,African American,Male,0
2.5,565,645,13,80,80,CA resident,White,Male,0
2.6,598,668,14,80,80,CA resident,White,Male,0
2.5,629,666,15,80,80,CA resident,African American,Female,0
2.5,636,635,13,80,80,CA resident,Hispanic,Male,0
2.0,588,621,15,80,80,CA resident,International,Female,0
2.2,659,638,15,80,80,CA resident,International,Female,0
2.3,675,597,16,80,80,CA resident,Asian,Other,0
2.6,685,594,16,80,80,Non-resident domestic,White,Male,0
2.5,617,610,13,80,80,Unknown,Asian,Male,0
2.7,595,700,15,80,80,CA resident,Hispanic,Female,0
2.5,611,683,14,80,80,Non-resident domestic,Asian,Female,0
3.0,568,569,15,80,80,CA resident,International,Female,0
2.7,615,599,13,80,80,CA resident,Asian,Male,0
2.6,684,572,13,80,80,Non-resident domestic,Hispanic,Male,0
2.2,665,658,13,80,80,International,International,Female,0
2.6,599,593,15,80,80,CA resident,Asian,Female,0
2.6,641,647,14,80,80,Non-resident domestic,Hispanic,Male,0
2.0,699,609,16,80,80,CA resident,African American,Female,0
2.9,643,624,13,80,80,CA resident,Asian,Female,0
2.2,588,598,15,80,80,CA resident,Hispanic,Female,0
2.3,614,645,13,80,80,Non-resident domestic,Hispanic,Female,0
2.0,618,615,16,80,80,Non-resident domestic,Hispanic,Female,0
2.9,558,694,13,80,80,CA resident,Asian,Female,0
2.4,627,629,13,80,80,CA resident,Asian,Male,0
2.9,645,607,13,80,80,CA resident,Hispanic,Male,1
2.9,594,639,13,80,80,CA resident,White,Female,0
3.0,639,628,15,80,80,CA resident,International,Male,0
2.3,620,682,14,80,80,CA resident,Asian,Female,0
2.4,597,655,16,80,80,International,International,Male,0
2.4,573,648,16,80,80,CA resident,Asian,Female,0
2.4,650,684,14,80,80,Non-resident domestic,White,Female,0
2.1,637,692,16,80,80,International,Pacific Islander,Male,0
2.2,606,617,13,80,80,CA resident,Hispanic,Male,0
2.2,658,571,16,80,80,CA resident,Hispanic,Female,0
2.2,553,623,15,80,80,Unknown,African American,Male,0
2.5,570,675,13,80,80,CA resident,International,Male,0
2.8,555,649,15,80,80,CA resident,White,Female,0
2.9,617,630,13,80,80,CA resident,Hispanic,Male,0
