GPA,SAT Reading & Writing,SAT Math,SAT Essay,Activity Score,Personal Statement Score,Residency,Race,Gender,Accepted
3.7,777,733,18,80,80,CA resident,White,Male,1
3.8,733,739,18,80,80,Non-resident domestic,White,Female,1
3.6,793,711,17,80,80,International,Asian,Female,1
4.0,707,796,16,80,80,CA resident,Hispanic,Female,1
3.7,776,790,17,80,80,CA resident,Hispanic,Male,1
3.7,733,742,17,80,80,CA resident,Hispanic,Female,1
3.9,722,724,17,80,80,International,White,Male,0
3.8,786,752,17,80,80,CA resident,International,Male,1
3.6,756,786,18,80,80,CA resident,Asian,Female,1
4.0,738,786,16,80,80,CA resident,White,Male,1
3.8,713,722,16,80,80,CA resident,White,Female,1
3.9,704,749,16,80,80,CA resident,Hispanic,Female,1
3.5,723,747,16,80,80,CA resident,International,Female,1
3.6,718,794,17,80,80,International,White,Genderqueer,1
3.9,794,791,18,80,80,CA resident,White,Female,1
3.8,794,708,17,80,80,CA resident,Hispanic,Female,1
3.9,742,781,18,80,80,CA resident,Hispanic,Female,1
4.0,764,764,18,80,80,Non-resident domestic,Hispanic,Male,1
3.7,775,752,18,80,80,CA resident,International,Female,1
3.8,719,727,16,80,80,CA resident,Hispanic,Female,1
3.8,708,703,16,80,80,CA resident,Asian,Male,0
3.8,739,754,16,80,80,International,White,Male,1
3.7,783,785,16,80,80,CA resident,Asian,Female,1
3.8,796,726,18,80,80,CA resident,Asian,Female,1
3.9,771,789,18,80,80,CA resident,International,Male,1
3.8,768,765,18,80,80,CA resident,African American,Male,1
3.9,789,733,18,80,80,CA resident,African American,Female,1
3.6,730,795,18,80,80,CA resident,Asian,Female,1
3.7,735,797,18,80,80,CA resident,International,Female,1
3.5,728,781,17,80,80,International,Asian,Male,1
3.6,765,756,17,80,80,CA resident,Asian,Female,1
3.8,741,751,18,80,80,CA resident,Asian,Male,1
4.0,702,701,17,80,80,CA resident,International,Male,1
3.6,752,700,18,80,80,CA resident,Asian,Male,1
3.7,723,713,18,80,80,CA resident,Asian,Female,1
4.0,755,753,17,80,80,CA resident,Asian,Male,1
4.0,768,720,16,80,80,Non-resident domestic,White,Female,1
3.7,754,718,18,80,80,International,Asian,Male,1
3.9,754,775,17,80,80,International,Asian,Male,1
3.9,772,792,18,80,80,CA resident,Domestic unknown,Female,1
3.6,703,723,18,80,80,CA resident,Hispanic,Male,1
3.8,713,761,18,80,80,CA resident,Asian,Female,1
3.9,779,727,18,80,80,CA resident,International,Male,1
3.5,735,794,16,80,80,CA resident,Asian,Female,1
3.8,708,787,16,80,80,CA resident,Hispanic,Female,1
3.5,759,777,17,80,80,CA resident,International,Male,0
3.8,751,793,16,80,80,CA resident,International,Male,1
4.0,787,713,17,80,80,CA resident,Asian,Female,0
3.5,786,743,17,80,80,International,White,Male,1
3.8,791,782,16,80,80,CA resident,International,Male,1
3.7,712,732,18,80,80,CA resident,Hispanic,Female,1
3.9,718,781,16,80,80,International,African American,Female,1
3.8,746,701,18,80,80,CA resident,Asian,Male,1
3.8,758,730,17,80,80,CA resident,Asian,Female,1
3.9,753,773,18,80,80,Unknown,Asian,Female,0
3.7,777,755,16,80,80,CA resident,Asian,Male,1
3.6,712,707,17,80,80,CA resident,White,Female,0
3.8,768,735,16,80,80,CA resident,Hispanic,Male,1
3.8,796,788,16,80,80,CA resident,Hispanic,Male,1
4.0,705,760,18,80,80,International,International,Female,1
3.8,765,753,17,80,80,CA resident,White,Female,1
3.7,773,782,17,80,80,Unknown,International,Female,1
3.5,704,708,18,80,80,International,Asian,Male,1
3.9,749,750,17,80,80,CA resident,White,Male,1
3.8,741,744,16,80,80,CA resident,Hispanic,Male,1
3.8,729,799,16,80,80,CA resident,Hispanic,Male,1
3.9,735,719,16,80,80,CA resident,White,Female,1
3.5,750,721,17,80,80,CA resident,Asian,Female,1
3.6,729,746,17,80,80,CA resident,Asian,Female,1
3.8,790,795,17,80,80,CA resident,Asian,Male,1
3.7,767,761,17,80,80,Non-resident domestic,Asian,Male,1
4.0,785,719,16,80,80,CA resident,International,Male,1
3.9,796,755,17,80,80,CA resident,Asian,Female,1
3.6,708,764,17,80,80,CA resident,Asian,Female,0
3.7,751,732,18,80,80,CA resident,Asian,Male,1
3.7,737,720,17,80,80,CA resident,Asian,Male,1
3.7,709,761,16,80,80,Unknown,Asian,Female,1
3.5,787,740,16,80,80,Non-resident domestic,White,Male,1
3.7,750,725,16,80,80,CA resident,White,Female,1
4.0,767,797,17,80,80,International,International,Female,1
3.9,777,727,18,80,80,Unknown,International,Male,0
3.9,775,734,18,80,80,Non-resident domestic,Asian,Female,1
3.9,718,738,18,80,80,CA resident,Hispanic,Female,1
3.8,782,784,16,80,80,International,Hispanic,Male,1
3.7,738,765,17,80,80,CA resident,Asian,Female,1
3.8,729,763,17,80,80,CA resident,Asian,Male,1
3.8,765,735,16,80,80,CA resident,African American,Male,1
3.6,733,725,17,80,80,CA resident,Hispanic,Male,1
3.6,739,738,18,80,80,CA resident,International,Female,1
3.6,717,762,18,80,80,CA resident,Hispanic,Female,1
3.8,762,725,17,80,80,CA resident,White,Female,1
3.6,770,720,17,80,80,International,Asian,Female,1
3.9,740,780,16,80,80,CA resident,White,Female,1
3.7,791,768,18,80,80,Unknown,Asian,Male,1
3.8,791,702,18,80,80,CA resident,Asian,Male,1
3.7,748,712,17,80,80,CA resident,Asian,Female,1
3.5,706,800,18,80,80,Non-resident domestic,Asian,Genderqueer,1
3.9,749,767,18,80,80,Non-resident domestic,Asian,Female,1
3.8,777,705,18,80,80,CA resident,White,Male,1
3.7,713,794,17,80,80,International,International,Female,1
3.5,726,798,16,80,80,International,White,Male,1
3.7,749,771,17,80,80,CA resident,Hispanic,Female,1
3.7,771,777,17,80,80,International,Hispanic,Male,1
3.8,791,708,17,80,80,CA resident,African American,Female,1
3.8,746,702,17,80,80,CA resident,Hispanic,Male,1
3.9,747,722,16,80,80,Non-resident domestic,Asian,Female,1
3.6,766,785,18,80,80,CA resident,White,Male,1
3.6,787,711,16,80,80,CA resident,Hispanic,Male,1
3.5,786,752,17,80,80,Non-resident domestic,Hispanic,Male,1
3.9,703,705,16,80,80,CA resident,Asian,Female,1
3.7,731,790,16,80,80,CA resident,Asian,Female,1
3.9,781,793,17,80,80,International,Asian,Female,1
3.5,773,797,16,80,80,CA resident,Asian,Female,1
3.8,717,794,18,80,80,Non-resident domestic,White,Female,1
3.6,710,756,18,80,80,CA resident,Domestic unknown,Male,1
3.9,757,771,16,80,80,CA resident,Hispanic,Male,1
3.6,776,703,16,80,80,CA resident,White,Male,1
4.0,772,789,18,80,80,CA resident,Hispanic,Female,1
3.6,729,772,16,80,80,CA resident,White,Male,1
3.9,781,759,18,80,80,CA resident,Asian,Male,1
3.8,732,764,16,80,80,CA resident,International,Male,1
3.8,791,798,17,80,80,International,African American,Female,1
3.5,713,785,16,80,80,CA resident,Hispanic,Male,1
3.8,764,754,18,80,80,CA resident,Asian,Female,1
3.6,791,750,18,80,80,International,Domestic unknown,Male,1
3.7,756,769,16,80,80,International,Hispanic,Male,1
3.6,726,732,16,80,80,Unknown,White,Male,1
3.8,799,786,16,80,80,CA resident,Hispanic,Male,1
4.0,719,770,16,80,80,CA resident,White,Male,1
3.8,736,747,18,80,80,Non-resident domestic,Asian,Female,1
3.9,781,747,16,80,80,CA resident,International,Male,0
3.6,714,786,17,80,80,Non-resident domestic,Hispanic,Female,1
3.9,799,754,16,80,80,CA resident,African American,Female,1
4.0,701,720,17,80,80,International,African American,Female,1
3.9,758,747,17,80,80,CA resident,Asian,Female,1
3.8,721,745,17,80,80,CA resident,White,Male,1
3.9,752,754,18,80,80,CA resident,Asian,Male,1
3.9,744,756,18,80,80,CA resident,Hispanic,Female,1
3.5,761,701,17,80,80,CA resident,Hispanic,Female,1
3.7,736,798,17,80,80,CA resident,White,Female,1
3.6,746,703,16,80,80,Non-resident domestic,Asian,Male,1
4.0,748,718,16,80,80,CA resident,Asian,Male,1
3.7,737,732,17,80,80,Unknown,African American,Male,1
3.6,739,745,16,80,80,CA resident,Hispanic,Male,1
3.6,770,791,16,80,80,CA resident,Asian,Male,1
3.7,712,797,17,80,80,CA resident,White,Female,1
3.9,722,741,17,80,80,Non-resident domestic,International,Male,1
3.9,739,724,18,80,80,CA resident,Asian,Female,1
3.8,751,764,16,80,80,CA resident,Hispanic,Female,1
3.8,781,742,18,80,80,Unknown,White,Female,1
3.8,747,742,16,80,80,CA resident,Asian,Female,1
3.9,769,778,18,80,80,CA resident,Asian,Female,1
3.9,777,746,18,80,80,International,Hispanic,Male,1
3.8,754,755,18,80,80,CA resident,Hispanic,Female,1
4.0,714,715,18,80,80,CA resident,Asian,Female,1
3.6,793,759,16,80,80,CA resident,White,Female,1
3.5,732,710,16,80,80,CA resident,Hispanic,Female,1
3.9,757,790,16,80,80,CA resident,Asian,Female,1
3.7,724,775,17,80,80,CA resident,Asian,Male,1
3.7,800,774,16,80,80,CA resident,Asian,Female,1
3.5,780,790,16,80,80,CA resident,Pacific Islander,Male,1
3.7,718,797,18,80,80,CA resident,Asian,Female,1
3.5,772,702,18,80,80,CA resident,Asian,Male,1
3.5,716,800,17,80,80,Non-resident domestic,White,Female,1
3.7,764,752,18,80,80,CA resident,Hispanic,Male,1
3.8,745,764,17,80,80,CA resident,Asian,Female,1
3.6,746,708,18,80,80,CA resident,Asian,Female,1
3.7,777,784,17,80,80,CA resident,Hispanic,Female,1
3.6,757,760,16,80,80,International,International,Female,1
3.6,746,759,17,80,80,CA resident,White,Female,1
3.6,707,720,16,80,80,CA resident,White,Male,1
3.7,717,716,16,80,80,CA resident,Asian,Female,1
3.8,739,773,18,80,80,International,International,Male,1
3.7,744,723,16,80,80,CA resident,Asian,Male,1
3.9,786,747,17,80,80,CA resident,Hispanic,Male,1
3.8,769,751,17,80,80,CA resident,Asian,Female,1
3.8,747,763,18,80,80,CA resident,Hispanic,Genderqueer,1
3.8,738,741,18,80,80,International,White,Male,1
3.9,761,711,16,80,80,International,International,Male,1
3.9,718,777,16,80,80,CA resident,White,Male,1
3.7,750,732,16,80,80,International,Asian,Female,1
3.8,712,764,17,80,80,CA resident,International,Male,1
3.9,789,703,17,80,80,CA resident,White,Male,1
3.7,778,713,17,80,80,Non-resident domestic,International,Female,1
3.8,707,703,18,80,80,CA resident,Hispanic,Male,1
3.6,747,793,18,80,80,International,International,Male,1
3.8,746,736,16,80,80,CA resident,Asian,Female,1
3.5,769,734,17,80,80,Non-resident domestic,African American,Female,1
4.0,750,734,17,80,80,Non-resident domestic,Hispanic,Male,1
3.8,737,704,17,80,80,CA resident,African American,Male,1
3.8,702,704,17,80,80,CA resident,Asian,Female,1
3.9,737,705,16,80,80,CA resident,Asian,Female,1
3.7,752,799,18,80,80,CA resident,White,Female,1
3.7,706,751,16,80,80,CA resident,International,Genderqueer,1
3.7,752,771,16,80,80,CA resident,White,Female,1
3.8,771,758,17,80,80,CA resident,Asian,Male,1
3.9,739,742,17,80,80,CA resident,Hispanic,Female,0
4.0,725,722,16,80,80,International,Asian,Female,1
3.8,741,746,18,80,80,International,Domestic unknown,Male,1
3.7,754,701,16,80,80,International,Hispanic,Female,1
3.6,703,715,18,80,80,Non-resident domestic,White,Male,1
3.7,789,786,18,80,80,CA resident,Asian,Female,1
3.8,757,723,16,80,80,Non-resident domestic,International,Female,1
3.9,797,718,17,80,80,CA resident,Asian,Female,1
3.8,763,761,18,80,80,CA resident,Hispanic,Male,1
3.8,705,722,17,80,80,CA resident,Hispanic,Female,1
3.9,703,714,18,80,80,CA resident,White,Male,1
4.0,740,786,18,80,80,CA resident,Hispanic,Female,1
3.6,711,706,18,80,80,Non-resident domestic,International,Male,1
4.0,707,755,16,80,80,CA resident,International,Female,1
3.7,799,784,18,80,80,CA resident,International,Male,1
3.6,746,728,18,80,80,CA resident,Asian,Female,1
3.8,704,756,18,80,80,CA resident,International,Female,1
3.7,747,754,16,80,80,CA resident,Asian,Female,0
3.7,747,775,18,80,80,CA resident,Hispanic,Female,1
3.8,728,795,16,80,80,CA resident,Hispanic,Female,1
3.9,795,764,16,80,80,CA resident,White,Female,1
3.6,750,760,16,80,80,CA resident,Hispanic,Male,1
3.5,742,715,17,80,80,International,African American,Male,1
4.0,781,777,17,80,80,CA resident,Hispanic,Male,1
3.9,799,726,16,80,80,Non-resident domestic,Hispanic,Male,1
3.8,780,751,17,80,80,CA resident,Asian,Male,1
3.5,721,746,17,80,80,Unknown,International,Male,1
3.6,716,763,18,80,80,CA resident,White,Female,1
3.8,772,717,18,80,80,International,Asian,Female,1
3.7,797,735,17,80,80,CA resident,International,Male,1
3.7,756,787,16,80,80,CA resident,Hispanic,Female,1
4.0,713,793,16,80,80,International,White,Female,1
3.6,775,748,18,80,80,CA resident,Asian,Female,1
3.7,720,761,16,80,80,Unknown,White,Female,1
3.6,711,771,17,80,80,CA resident,Hispanic,Female,1
3.8,745,774,18,80,80,International,Hispanic,Female,1
4.0,783,791,17,80,80,CA resident,Hispanic,Female,1
3.8,754,776,17,80,80,CA resident,Asian,Genderqueer,1
3.7,707,723,16,80,80,CA resident,Hispanic,Male,1
3.7,759,799,17,80,80,International,Hispanic,Female,1
3.7,791,776,18,80,80,CA resident,White,Male,1
3.6,755,752,17,80,80,CA resident,Hispanic,Female,1
3.9,712,745,17,80,80,CA resident,Asian,Male,1
3.9,781,773,18,80,80,CA resident,African American,Female,1
3.9,785,785,18,80,80,International,Asian,Female,1
3.9,793,790,17,80,80,International,White,Female,1
4.0,750,763,17,80,80,CA resident,Hispanic,Male,1
3.7,782,766,18,80,80,CA resident,White,Male,1
3.7,708,796,16,80,80,CA resident,Hispanic,Female,1
3.6,737,798,16,80,80,CA resident,White,Male,1
3.5,745,767,17,80,80,CA resident,Asian,Male,1
3.6,775,730,16,80,80,CA resident,International,Male,1
3.9,760,704,18,80,80,Non-resident domestic,International,Male,1
3.5,714,767,17,80,80,CA resident,African American,Male,0
3.7,784,798,16,80,80,CA resident,Hispanic,Female,1
3.9,711,707,17,80,80,CA resident,White,Female,1
3.9,702,745,18,80,80,CA resident,International,Male,1
3.9,784,750,18,80,80,International,Asian,Female,1
3.5,769,706,18,80,80,Non-resident domestic,International,Female,1
3.5,735,722,16,80,80,CA resident,International,Female,1
3.9,792,706,16,80,80,CA resident,Hispanic,Male,0
4.0,788,789,17,80,80,CA resident,International,Female,1
3.9,728,769,18,80,80,CA resident,Hispanic,Female,1
3.9,784,716,18,80,80,Non-resident domestic,International,Male,1
3.6,745,790,16,80,80,CA resident,International,Female,1
3.8,775,796,17,80,80,CA resident,White,Male,1
3.8,715,798,17,80,80,International,White,Female,0
3.6,787,702,17,80,80,CA resident,Hispanic,Male,1
3.7,793,736,16,80,80,CA resident,International,Male,1
3.6,739,785,16,80,80,CA resident,African American,Male,1
3.7,787,750,18,80,80,CA resident,Domestic unknown,Male,0
3.9,760,748,16,80,80,International,International,Female,1
4.0,783,729,18,80,80,CA resident,Asian,Male,1
4.0,799,760,16,80,80,Unknown,Asian,Female,1
3.7,763,781,16,80,80,CA resident,Asian,Female,0
3.8,748,735,17,80,80,CA resident,Asian,Female,1
3.6,732,788,17,80,80,International,Asian,Male,1
3.9,800,792,18,80,80,CA resident,Asian,Male,1
3.6,724,795,16,80,80,International,Asian,Female,0
3.5,773,770,18,80,80,Non-resident domestic,Asian,Female,1
3.8,783,727,16,80,80,CA resident,International,Female,1
3.6,717,775,18,80,80,CA resident,Hispanic,Male,1
3.9,797,773,16,80,80,International,Asian,Female,1
3.6,761,722,17,80,80,International,Hispanic,Male,1
3.6,762,719,17,80,80,CA resident,Hispanic,Female,1
3.8,758,715,18,80,80,CA resident,Asian,Female,1
3.7,724,714,18,80,80,CA resident,International,Male,1
3.9,769,703,17,80,80,CA resident,Hispanic,Female,1
3.8,753,738,18,80,80,CA resident,Asian,Male,1
3.6,748,757,18,80,80,CA resident,African American,Female,1
3.8,757,786,16,80,80,Unknown,Hispanic,Female,1
3.6,756,708,18,80,80,CA resident,Asian,Female,1
3.6,792,746,16,80,80,CA resident,International,Female,0
3.8,776,796,18,80,80,Non-resident domestic,Hispanic,Female,1
3.7,768,731,18,80,80,CA resident,Hispanic,Female,1
3.6,786,723,17,80,80,Non-resident domestic,White,Male,1
3.6,736,706,16,80,80,CA resident,Asian,Female,1
3.7,788,704,18,80,80,CA resident,Asian,Male,1
3.6,764,743,16,80,80,CA resident,Asian,Male,1
3.9,728,708,16,80,80,CA resident,Asian,Male,1
3.9,786,800,17,80,80,CA resident,Domestic unknown,Female,1
3.8,776,760,17,80,80,International,Hispanic,Female,1
3.8,722,753,17,80,80,CA resident,White,Male,1
3.7,797,739,16,80,80,CA resident,Asian,Male,1
3.9,800,721,17,80,80,CA resident,Hispanic,Male,1
3.6,715,730,17,80,80,International,Asian,Male,1
3.9,786,705,18,80,80,CA resident,Asian,Male,1
3.9,707,765,17,80,80,CA resident,Hispanic,Female,1
3.8,730,736,17,80,80,CA resident,White,Female,1
4.0,701,730,18,80,80,International,White,Male,1
3.6,754,755,17,80,80,International,Domestic unknown,Female,1
3.6,710,722,17,80,80,CA resident,Hispanic,Male,1
3.8,747,745,17,80,80,CA resident,Hispanic,Male,1
4.0,704,735,16,80,80,CA resident,White,Female,1
3.9,767,709,16,80,80,CA resident,African American,Male,1
4.0,762,792,18,80,80,CA resident,International,Male,1
3.9,767,790,17,80,80,CA resident,Asian,Male,1
3.5,774,793,16,80,80,CA resident,International,Female,1
3.5,777,792,17,80,80,CA resident,Asian,Male,1
3.9,732,769,18,80,80,CA resident,Hispanic,Female,1
3.5,743,711,18,80,80,Unknown,International,Male,1
3.7,709,749,17,80,80,International,International,Male,1
3.9,723,795,16,80,80,CA resident,Domestic unknown,Female,1
3.5,710,793,17,80,80,CA resident,Hispanic,Female,1
3.8,790,759,17,80,80,CA resident,White,Female,1
3.8,797,772,17,80,80,CA resident,White,Female,1
3.9,718,744,16,80,80,CA resident,Asian,Female,1
3.8,795,703,17,80,80,CA resident,International,Male,1
3.6,791,800,17,80,80,Non-resident domestic,White,Female,0
3.7,796,741,17,80,80,Non-resident domestic,White,Female,1
3.9,784,780,16,80,80,CA resident,Hispanic,Male,1
3.8,787,715,17,80,80,CA resident,Asian,Female,1
3.5,730,701,17,80,80,Unknown,International,Female,1
3.5,745,709,16,80,80,Non-resident domestic,Asian,Female,1
3.6,777,704,17,80,80,CA resident,African American,Female,1
3.9,742,797,16,80,80,Unknown,Asian,Female,1
3.9,784,745,18,80,80,CA resident,International,Male,0
3.9,710,768,18,80,80,CA resident,Asian,Female,1
3.5,769,765,16,80,80,International,Domestic unknown,Male,1
4.0,777,749,17,80,80,CA resident,International,Male,1
3.6,795,706,17,80,80,CA resident,Hispanic,Male,1
3.7,706,764,16,80,80,Unknown,Asian,Female,1
3.9,721,758,16,80,80,Non-resident domestic,Asian,Female,1
3.6,706,785,18,80,80,CA resident,Asian,Female,1
3.5,740,704,17,80,80,CA resident,Asian,Male,1
3.6,762,717,18,80,80,International,Asian,Female,1
3.6,799,749,18,80,80,CA resident,American Indian,Male,1
3.7,785,773,16,80,80,CA resident,White,Male,1
4.0,759,799,17,80,80,CA resident,Asian,Female,1
3.8,762,782,16,80,80,CA resident,White,Male,1
3.5,762,781,16,80,80,CA resident,White,Female,1
3.5,745,798,16,80,80,CA resident,Hispanic,Female,1
3.6,751,720,18,80,80,Non-resident domestic,Hispanic,Female,1
3.6,794,724,16,80,80,CA resident,International,Male,1
3.6,729,771,17,80,80,Non-resident domestic,Hispanic,Male,1
3.8,728,775,17,80,80,International,Hispanic,Female,1
3.9,735,733,16,80,80,CA resident,White,Female,1
3.9,726,730,17,80,80,CA resident,Asian,Male,1
3.5,785,701,16,80,80,CA resident,Hispanic,Female,1
4.0,789,770,16,80,80,CA resident,Asian,Male,1
3.9,728,742,18,80,80,CA resident,International,Male,0
3.7,753,739,16,80,80,CA resident,White,Male,1
3.9,720,767,17,80,80,CA resident,Asian,Female,1
4.0,790,735,17,80,80,CA resident,Hispanic,Female,1
3.6,767,740,16,80,80,CA resident,Hispanic,Male,1
3.6,799,732,16,80,80,Unknown,Asian,Male,1
3.5,785,732,17,80,80,CA resident,White,Male,0
3.8,712,716,16,80,80,CA resident,White,Female,1
3.9,759,701,18,80,80,CA resident,Hispanic,Female,1
3.9,734,764,17,80,80,CA resident,Asian,Female,1
3.8,781,737,16,80,80,Non-resident domestic,Asian,Female,1
4.0,774,738,16,80,80,CA resident,Hispanic,Male,1
3.6,733,743,17,80,80,CA resident,Asian,Female,1
3.9,724,781,18,80,80,International,White,Male,1
3.5,756,764,18,80,80,CA resident,International,Female,1
3.6,763,714,16,80,80,International,Asian,Female,1
3.5,746,725,16,80,80,CA resident,Asian,Female,1
3.8,734,737,16,80,80,CA resident,White,Male,1
3.7,711,750,17,80,80,International,Domestic unknown,Male,1
3.7,778,750,18,80,80,Unknown,Hispanic,Female,1
3.9,765,705,17,80,80,CA resident,White,Female,1
3.7,786,744,17,80,80,CA resident,White,Male,1
3.8,719,791,17,80,80,CA resident,Asian,Female,1
3.9,715,741,17,80,80,CA resident,Asian,Female,1
4.0,763,724,18,80,80,CA resident,Asian,Male,1
3.9,754,797,17,80,80,CA resident,Hispanic,Male,1
4.0,750,716,16,80,80,Unknown,International,Female,1
4.0,704,743,17,80,80,CA resident,International,Female,1
3.9,704,702,16,80,80,Unknown,White,Male,1
3.7,734,778,17,80,80,CA resident,Asian,Male,1
4.0,747,722,16,80,80,CA resident,Asian,Male,1
3.9,794,719,18,80,80,CA resident,White,Male,1
3.9,734,709,17,80,80,International,International,Female,1
3.5,769,771,16,80,80,CA resident,American Indian,Male,0
3.6,727,718,17,80,80,CA resident,Asian,Male,1
3.8,754,786,16,80,80,CA resident,Asian,Male,1
3.7,775,760,16,80,80,CA resident,Pacific Islander,Female,1
3.9,778,752,18,80,80,Non-resident domestic,Asian,Female,0
3.9,703,720,18,80,80,CA resident,Asian,Male,1
3.6,784,729,17,80,80,CA resident,Hispanic,Male,0
3.7,716,789,18,80,80,International,White,Female,1
3.7,760,773,16,80,80,CA resident,Hispanic,Female,1
4.0,767,714,18,80,80,CA resident,Asian,Male,1
3.8,791,723,18,80,80,CA resident,Asian,Male,1
3.8,709,780,17,80,80,International,Hispanic,Female,1
4.0,718,757,16,80,80,Unknown,White,Female,1
3.7,733,765,16,80,80,CA resident,International,Female,1
3.6,780,740,17,80,80,CA resident,Hispanic,Female,1
3.9,795,712,17,80,80,International,Hispanic,Female,1
4.0,759,800,18,80,80,CA resident,International,Genderqueer,1
3.5,793,780,16,80,80,CA resident,Asian,Male,1
3.8,800,707,18,80,80,CA resident,Hispanic,Female,1
3.9,754,792,16,80,80,CA resident,International,Female,1
3.8,784,702,16,80,80,International,Asian,Female,1
3.8,700,750,17,80,80,CA resident,White,Male,1
3.8,709,757,18,80,80,CA resident,White,Female,1
4.0,755,701,17,80,80,Non-resident domestic,White,Female,1
3.9,743,725,18,80,80,CA resident,Asian,Female,1
4.0,722,750,16,80,80,International,International,Female,1
4.0,750,753,17,80,80,CA resident,Asian,Male,1
3.5,713,774,18,80,80,CA resident,Asian,Female,1
3.9,763,777,16,80,80,CA resident,Hispanic,Male,1
4.0,795,725,16,80,80,CA resident,Asian,Male,1
3.9,796,723,16,80,80,International,Hispanic,Male,1
3.6,759,733,16,80,80,CA resident,White,Female,1
3.6,790,738,17,80,80,CA resident,African American,Male,1
3.8,713,723,18,80,80,CA resident,International,Female,1
3.8,737,768,16,80,80,CA resident,White,Female,1
3.8,782,739,17,80,80,International,Asian,Male,1
3.8,738,791,16,80,80,CA resident,Hispanic,Female,1
3.6,756,726,17,80,80,CA resident,Hispanic,Female,1
3.9,791,722,16,80,80,CA resident,International,Female,1
3.8,751,702,18,80,80,CA resident,Asian,Female,1
3.9,798,753,18,80,80,Unknown,Asian,Female,1
3.7,741,751,18,80,80,CA resident,International,Female,1
3.6,782,793,16,80,80,CA resident,International,Male,1
3.7,727,796,17,80,80,CA resident,Hispanic,Male,1
3.9,778,789,17,80,80,CA resident,International,Male,1
3.5,701,793,18,80,80,CA resident,Asian,Female,1
3.7,763,766,18,80,80,International,African American,Female,1
3.7,734,789,16,80,80,CA resident,White,Male,1
4.0,747,780,17,80,80,CA resident,White,Female,1
3.6,782,775,17,80,80,CA resident,Hispanic,Female,1
3.9,789,795,18,80,80,CA resident,Asian,Male,1
3.8,785,737,16,80,80,CA resident,Domestic unknown,Female,1
3.8,764,789,16,80,80,CA resident,White,Female,1
3.9,763,751,18,80,80,International,Hispanic,Male,1
3.7,710,772,18,80,80,Non-resident domestic,Hispanic,Female,1
3.9,775,790,16,80,80,International,Hispanic,Male,1
3.5,798,700,17,80,80,CA resident,Asian,Male,0
3.9,798,756,18,80,80,CA resident,Asian,Female,1
3.9,768,788,16,80,80,CA resident,Asian,Female,1
3.6,714,746,16,80,80,Non-resident domestic,White,Female,1
3.8,728,708,18,80,80,CA resident,White,Female,1
3.5,731,712,18,80,80,CA resident,White,Female,1
3.8,751,750,16,80,80,Unknown,Hispanic,Male,1
3.7,780,704,18,80,80,CA resident,Asian,Female,0
3.6,743,747,18,80,80,CA resident,International,Male,1
4.0,732,769,17,80,80,CA resident,Asian,Male,1
3.6,728,780,17,80,80,CA resident,Asian,Female,1
3.5,729,739,16,80,80,CA resident,White,Female,1
3.7,727,787,16,80,80,CA resident,White,Male,1
3.7,723,755,16,80,80,CA resident,Hispanic,Female,1
3.6,774,743,17,80,80,CA resident,Asian,Female,1
3.7,787,745,16,80,80,International,Asian,Male,1
3.6,774,778,17,80,80,International,American Indian,Male,1
3.9,785,729,18,80,80,CA resident,Asian,Male,1
3.8,759,747,16,80,80,CA resident,Asian,Male,0
3.7,779,764,18,80,80,CA resident,Hispanic,Male,1
3.7,739,741,16,80,80,CA resident,Hispanic,Female,1
3.7,738,729,16,80,80,CA resident,International,Female,1
3.9,700,758,16,80,80,Unknown,White,Male,1
4.0,756,785,16,80,80,CA resident,African American,Male,1
4.0,708,764,18,80,80,International,International,Male,1
3.8,704,780,18,80,80,CA resident,Hispanic,Female,0
3.8,770,756,18,80,80,CA resident,Asian,Male,1
3.7,707,793,18,80,80,CA resident,African American,Female,1
3.5,761,753,17,80,80,CA resident,Hispanic,Male,1
3.5,720,791,17,80,80,CA resident,Asian,Female,1
3.5,776,700,16,80,80,CA resident,International,Female,1
4.0,727,759,18,80,80,CA resident,Hispanic,Female,1
3.6,737,744,18,80,80,CA resident,White,Male,1
3.7,739,713,17,80,80,CA resident,White,Male,1
3.9,716,721,16,80,80,CA resident,Asian,Female,1
3.5,740,788,16,80,80,CA resident,Hispanic,Female,1
3.8,706,747,16,80,80,CA resident,Asian,Female,0
3.6,783,710,18,80,80,CA resident,White,Female,1
4.0,775,780,16,80,80,CA resident,White,Male,1
3.9,787,771,18,80,80,CA resident,White,Female,1
3.7,774,752,16,80,80,CA resident,Asian,Female,1
3.8,770,715,16,80,80,CA resident,Asian,Female,0
4.0,726,740,17,80,80,International,Asian,Female,1
3.6,701,703,18,80,80,CA resident,African American,Male,1
3.6,711,749,18,80,80,CA resident,White,Female,1
4.0,792,770,17,80,80,CA resident,Hispanic,Female,1
3.7,778,759,18,80,80,Unknown,Hispanic,Male,1
3.9,728,745,17,80,80,International,White,Female,1
4.0,727,734,18,80,80,CA resident,Asian,Male,1
3.7,710,713,17,80,80,CA resident,Hispanic,Male,1
3.8,786,784,17,80,80,CA resident,Hispanic,Female,1
4.0,704,795,18,80,80,CA resident,International,Male,1
3.6,792,765,16,80,80,CA resident,Hispanic,Female,1
3.5,740,735,18,80,80,CA resident,White,Female,1
3.9,772,787,17,80,80,CA resident,Asian,Female,1
3.5,787,767,16,80,80,CA resident,African American,Male,1
